"booktitle","bookhref","brief"
"饮膳正要","https://so.gushiwen.cn/guwen/book_46653FD803893E4F88510CA3F5BD0EC3.aspx","《饮膳正要》为元代忽思慧所撰，成于元朝天历三年（公元1330年），全书共三卷。卷一讲的是诸般禁忌，聚珍品撰。卷二讲的是诸般汤煎，食疗诸病及食物相反中毒等。卷三讲的是米谷品，兽品、禽品、鱼品、果菜品和料物等。"
"魏书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F701E75CB779B6F3A.aspx","《魏书》，北齐魏收撰，是一本纪传体史书，内容记载了公元4世纪末至6世纪中叶北魏王朝的历史。124卷，其中本纪12卷，列传92卷，志20卷。因有些本纪、列传和志篇幅过长，又分为上、下，或上、中、下3卷，实共130卷。"
"九章算术","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2278522010007510.aspx","它是中国古代第一部数学专著，是《算经十书》中最重要的一种，成于公元一世纪左右。该书内容十分丰富，系统总结了战国、秦、汉时期的数学成就。同时，《九章算术》在数学上还有其独到的成就，不仅最早提到分数问题，也首先记录了盈不足等问题，《方程》章还在世界数学史上首次阐述了负数及其加减运算法则。它是一本综合性的历史著作，是当时世界上最简练有效的应用数学，它的出现标志中国古代数学形成了完整的体系。"
"南史","https://so.gushiwen.cn/guwen/book_46653FD803893E4FBE741D9EABA5FE02.aspx","《南史》，唐朝李延寿撰，中国历代官修正史“二十四史”之一。纪传体，共八十卷，含本纪十卷，列传七十卷，上起宋武帝刘裕永初元年（420年），下迄陈后主陈叔宝祯明三年（589年）。记载南朝宋、齐、梁、陈四国一百七十年史事。《南史》与《北史》为姊妹篇，是由李大师及其子李延寿两代人编撰完成的。"
"冰鉴","https://so.gushiwen.cn/guwen/book_46653FD803893E4F606C1B8760E2D756.aspx","《冰鉴》一部纵横中外的人才学教科书，一部关于识人、相人的经典文献，是曾国藩总结自身识人、用人心得而成的一部传世奇书，是曾国藩体察入微、洞悉人心的心法要诀，它因具有极强的实用性、启迪性和借鉴性而受到各界人士的重视和喜爱。《冰鉴》为读者打造一条走近曾国藩的智慧之道，感受他独到的识人、用人策略。"
"三国演义","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7F702BCF1F7CCE17.aspx","《三国演义》是中国古典四大名著之一，是中国第一部长篇章回体历史演义小说，全名为《三国志通俗演义》，作者是元末明初的小说家罗贯中。《三国演义》描写了从东汉末年到西晋初年之间近105年的历史风云，以描写战争为主，反映了东汉末年的群雄割据混战和魏、蜀、吴三国之间的政治和军事斗争。反映了三国时代各类社会斗争与矛盾的转化，并概括了这一时代的历史巨变，塑造了一批叱咤风云的三国英雄人物。"
"肘后备急方","https://so.gushiwen.cn/guwen/book_46653FD803893E4FC7937A49E44EA8D1.aspx","《肘后备急方》，古代中医方剂著作。是中国第一部临床急救手册。中医治疗学专著。8卷，70篇。原名《肘后救卒方》，简称《肘后方》。系作者将其原著《玉函方》（共100卷），摘录其中可供急救医疗、实用有效的单验方及简要灸法汇编而成。经梁代陶弘景增补录方101首，改名《补阙肘后百一方》。此后又经金代杨用道摘取《证类本草》中的单方作为附方，名《附广肘后方》，即现存《肘后备急方》，简称《肘后方》。"
"辽史","https://so.gushiwen.cn/guwen/book_46653FD803893E4FB24847D581E028A8.aspx","《辽史》为元脱脱等人所撰之纪传体史书，中国历代官修正史“二十四史”之一。由元至正三年（1343年）四月开始修撰，翌年三月成书。脱脱为都总裁，铁木儿塔识、贺惟一、张起岩、欧阳玄、揭傒斯、吕思诚为总裁官，廉惠山海牙等为修史官。元修《辽史》共116卷，包括本纪30卷，志32卷，表8卷，列传45卷，以及国语解1卷。记载上自辽太祖耶律阿保机，下至辽天祚帝耶律延禧的辽朝历史（907年－1125年），兼及耶律大石所建立之西辽历史。"
"训蒙骈句","https://so.gushiwen.cn/guwen/book_46653FD803893E4F107762541EB702E9.aspx","《训蒙骈句》，明代司守谦撰。骈句，即骈偶句，即对仗句。两马并驾为骈，二人并处为偶，意谓两两相对。古时宫中卫队行列月仗（仪仗），仪仗两两相对，故卞偶亦称对仗。以偶句为主构成字数相等的上下联，上下联词语相对，平仄相对。用这种形式的四六句写成的文章，晚唐时称作“四六”，宋明沿用，至清改称骈体。对童蒙进行骈句训练，为作文作诗建立根基。《训蒙骈句》按韵部的顺次，由三言、四言、五言、七言、十一言的五对骈句组成一段，每韵三段。此书与《声律启蒙》、《笠翁对韵》当可为吟诗作对之基，爱好诗文者，若熟而能诵，必利大于弊。"
"老残游记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F78E1E16486D6C843.aspx","《老残游记》，清末中篇小说，是刘鹗 （1857年10月18日—1909年8月23日）的代表作，小说以一位走方郎中老残的游历为主线，对社会矛盾开掘很深，尤其是他在书中敢于直斥清官（清官中的酷吏）误国，清官害民，独具慧眼地指出清官的昏庸常常比贪官更甚。同时，小说在民族传统文化精华提炼、生活哲学及艺术、女性审美和平等、人物心理及音乐景物描写等多方面皆达到了极其高超的境界。"
"睡虎地秦墓竹简","https://so.gushiwen.cn/guwen/book_46653FD803893E4F86FCCA1220174398.aspx","睡虎地秦墓竹简，又称睡虎地秦简、云梦秦简，是指1975年12月在湖北省云梦县睡虎地秦墓中出土的大量竹简，这些竹简长23.1～27.8厘米，宽0.5～0.8厘米，内文为墨书秦篆，写于战国晚期及秦始皇时期，反映了篆书向隶书转变阶段的情况，其内容主要是秦朝时的法律制度、行政文书、医学著作以及关于吉凶时日的占书，为研究中国书法、秦帝国的政治、法律、经济、文化、医学、等方面的发展历史提供了翔实的资料，具有十分重要的学术价值。"
"金史","https://so.gushiwen.cn/guwen/book_46653FD803893E4FD0D9F0246F460AEB.aspx","《金史》是二十四史之一。撰成于元代，全书一百三十五卷，其中本纪十九卷，志三十九卷，表四卷，列传七十三卷，是反映女真族所建金朝的兴衰始末的重要史籍。"
"抱朴子","https://so.gushiwen.cn/guwen/book_46653FD803893E4F83CCF1AC2AF3FFF2.aspx","抱朴子，书名。晋葛洪撰。抱朴（[bào pǔ]）是一个道教术语。源见于《老子》“见素抱朴，少私寡欲”。 抱朴子内外篇凡八卷，内篇论神仙吐纳符篆勉治之术，纯为道家之言；外篇则论时政得失，人事臧否，词旨辨博，饶有名理，要皆以黄老为宗，世以为道书之一 。"
"六祖坛经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F382C135D45CBE389.aspx","《六祖坛经》，佛教禅宗典籍。亦称《坛经》、《六祖大师法宝坛经》，全称《南宗顿教最上大乘摩诃般若波罗蜜经六祖惠能大师于韶州大梵寺施法坛经》。禅宗六祖惠能说，弟子法海集录。《释门正统》卷八《义天传》有“大辽皇帝诏有司令义学沙门诠晓等再定经录，世所谓《六祖坛经》、《宝林传》等皆被焚”等语，似宋辽时期此书已入经录。现有明清诸藏本、房山石经本及流通本等。1976年日本影印《六祖坛经诸本集成》，汇集各种版本《坛经》十一种。"
"搜神记","https://so.gushiwen.cn/guwen/book_46653FD803893E4FD2A7C511EDD0F708.aspx","《搜神记》是一部记录古代民间传说中神奇怪异故事的小说集，作者是东晋的史学家干宝。其中的大部分故事在一定程度上反映了古代人民的思想感情。它是集我国古代神话传说之大成的著作，搜集了古代的神异故事共四百一十多篇，开创了我国古代神话小说的先河。"
"贞观政要","https://so.gushiwen.cn/guwen/book_46653FD803893E4F4F08B1BC60DAACEB.aspx","《贞观政要》是唐代史学家吴兢著的一部政论性史书。全书十卷四十篇，分类编辑了唐太宗在位的二十三年中，与魏征、房玄龄、杜如晦等大臣在治政时的问题，大臣们的争议、劝谏、奏议等，以规范君臣思想道德和治同军政思想，此外也记载了一些政治、经济上的重大措施。它是中国开明封建统治的战略和策略、理论和实践的集大成。"
"水经注","https://so.gushiwen.cn/guwen/book_46653FD803893E4F66AA8612AB76A6F4.aspx","《水经注》是古代中国地理名著，共四十卷。作者是北魏晚期的郦道元。《水经注》因注《水经》而得名，《水经》一书约一万余字，《唐六典·注》说其“引天下之水，百三十七”。《水经注》看似为《水经》之注，实则以《水经》为纲，详细记载了一千多条大小河流及有关的历史遗迹、人物掌故、神话传说等，是中国古代最全面、最系统的综合性地理著作。"
"神相全编","https://so.gushiwen.cn/guwen/book_46653FD803893E4FD390AC807283332F.aspx","《神相全编》是浩如烟海、灿若星汉的中国典籍文化中，集古代各时期著名相学家论述和著作大成的一书，几乎概括了中国相术的所有领域，成为自明、清以来最流行的相术技法大全。为宋代陈抟秘传，明代袁忠彻订正。"
"地藏经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F9DEC07AA48DC4CCB.aspx","《地藏经》，中文版本是唐朝高僧实叉难陀翻译的。又称《地藏菩萨本愿经》、《地藏本愿经》、《地藏本行经》、《地藏本誓力经》。收於《大正藏》第十三册。 经中记载了释迦牟尼佛在忉利天宫（欲界六天的第二层天），为母亲摩耶夫人说法。"
"黄帝内经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF001D427402FA6E0.aspx","《黄帝内经》分《灵枢》、《素问》两部分，是中国最早的医学典籍，传统医学四大经典著作之一。《黄帝内经》是一本综合性的医书，在黄老道家理论上建立了中医学上的“阴阳五行学说”、“脉象学说”、“藏象学说”、“经络学说”、“病因学说”、“病机学说”、“病症”、“诊法”、“论治”及“养生学”、“运气学”等学说。 其基本素材来源于中国古人对生命现象的长期观察、大量的临床实践以及简单的解剖学知识。《黄帝内经》奠定了人体生理、病理、诊断以及治疗的认识基础，是中国影响极大的一部医学著作，被称为医之始祖。"
"庄子","https://so.gushiwen.cn/guwen/book_46653FD803893E4F92BED6BFD51EA958.aspx","《庄子》又名《南华经》，是战国中期庄子及其后学所著道家经文。到了汉代以后，尊庄子为南华真人，因此《庄子》亦称《南华经》。其书与《老子》《周易》合称“三玄”。《庄子》书分内、外、杂篇，原有五十二篇，乃由战国中晚期逐步流传、揉杂、附益，至西汉大致成形，然而当时流传版本，今已失传。目前所传三十三篇，已经郭象整理，篇目章节与汉代亦有不同。内篇大体可代表战国时期庄子思想核心，而外、杂篇发展则纵横百余年，参杂黄老、庄子后学形成复杂的体系。"
"撼龙经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F23B0A6041F924C36.aspx","《撼龙经》是唐代风水大师杨筠松的代表作之一，是龙脉风水的最权威圣典，被誉为“中国古代测绘学之最”，是了解与运用龙脉风水、快速振兴家业的最佳典籍。"
"清史稿","https://so.gushiwen.cn/guwen/book_46653FD803893E4F734540D3F056EDFA.aspx","《清史稿》是中华民国初年由北洋政府设馆编修，记载了清朝历史的正史——“清史”的未定稿。全书五百三十六卷，其中本纪二十五卷，志一百四十二卷，表五十三卷，列传三百一十六卷，以纪传为中心。所记之事，上起1616年清太祖努尔哈赤在赫图阿拉建国称汗，下至1912年清朝灭亡，共二百九十六年的历史。"
"尉缭子","https://so.gushiwen.cn/guwen/book_46653FD803893E4F5C22677EEA3861CB.aspx","《尉缭子》是中国古代的一部重要的兵书。《尉缭子》一书，对于它的作者、成书年代以及性质归属历代都颇有争议。一说《尉缭子》的作者是魏惠王时的隐士，一说为秦始皇时的大梁人尉缭。一般署名是尉缭子。最早著录于《汉书·艺文志》，书中杂家类著录《尉缭》29篇，兵形势家类著录《尉缭》31篇。1972年在山东临沂银雀山汉墓出土了《尉缭子》残简，说明此书在西汉已流行，一般认为成书于战国时代。"
"棋经十三篇","https://so.gushiwen.cn/guwen/book_46653FD803893E4FAF15AEA790AEA4F3.aspx","《棋经十三篇》是宋朝时出现的一部在我国围棋发展史上占有特殊地位的著作。《棋经十三篇》的价值，首先在于它的系统性。我国古典围棋理论，从尹文子和太叔文子算起，中经班固《弈旨》、马融《围棋赋》等，到了敦煌写本《棋经》和王积薪的《十诀〉，才逐渐开始系统化。但真正建立起一个体系的，还要算《棋经十三篇》。这标志著我国古典围棋理论发展到了一个新的高度。"
"隋书","https://so.gushiwen.cn/guwen/book_46653FD803893E4FE075ED3B53E421ED.aspx","《隋书》共八十五卷，其中帝纪五卷，列传五十卷，志三十卷。本书由多人共同编撰，分为两阶段成书，从草创到全部修完共历时三十五年。"
"随园食单","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF5EFD5FA22872332.aspx","《随园食单》，古代中国烹饪著作。共一卷。身为乾隆才子、诗坛盟主，袁枚一生著述颇丰。作为一位美食家， 《随园食单》是其四十年美食实践的产物，以文言随笔的形式，细腻地描摹了乾隆年间江浙地区的饮食状况与烹饪技术，用大量的篇幅详细记述了中国十四世纪至十八世纪流行的326种南北菜肴饭点，也介绍了当时的美酒名茶，是清代一部非常重要的中国饮食名著。"
"墨子","https://so.gushiwen.cn/guwen/book_46653FD803893E4F8BCB0149097D7698.aspx","《墨子》是阐述墨家思想的著作，原有71篇，现存53篇，一般认为是墨子的弟子及后学记录、整理、编纂而成。《墨子》分两大部分：一部分是记载墨子言行，阐述墨子思想，主要反映了前期墨家的思想；另一部分《经上》、《经下》、《经说上》、《经说下》、《大取》、《小取》等6篇，一般称作墨辩或墨经，着重阐述墨家的认识论和逻辑思想。"
"百家姓","https://so.gushiwen.cn/guwen/book_46653FD803893E4FE03CBAE75DE61AB8.aspx","《百家姓》与《三字经》、《千字文》并称为三大蒙学读物。《百家姓》成书于北宋初年，原收集中文姓氏411个，后增补到504个，其中单姓444个，复姓60个。 《百家姓》读来顺口，易学好记。《百家姓》并不依照各姓氏的人口数量排序，“赵钱孙李”成为《百家姓》前四姓是因为百家姓形成于宋代吴越钱塘地区，故而宋朝皇帝赵氏、吴越国国王钱氏、吴越国王钱俶正妃孙氏以及南唐国王李氏成为百家姓前四位。"
"世说新语","https://so.gushiwen.cn/guwen/book_46653FD803893E4FE6D65FB8A50903B0.aspx","《世说新语》是中国南朝时期（420-581年）产生的一部主要记述魏晋人物言谈轶事的笔记小说。是由南朝刘宋宗室临川王刘义庆（403-444年）组织一批文人编写的，梁代刘峻作注。全书原八卷，刘峻注本分为十卷，今传本皆作三卷，分为德行、言语、政事、文学、方正、雅量等三十六门，全书共一千多则，记述自汉末到刘宋时名士贵族的遗闻轶事，主要为有关人物评论、清谈玄言和机智应对的故事。"
"周礼","https://so.gushiwen.cn/guwen/book_46653FD803893E4F89215E11979D4F9F.aspx","《周礼》是儒家经典，西周时期的著名政治家、思想家、文学家、军事家周公旦所著，今从其思想内容分析，则说明儒家思想发展到战国后期，融合道、法、阴阳等家思想，与春秋孔子时思想发生极大变化。《周礼》所涉及之内容极为丰富。大至天下九州，天文历象；小至沟洫道路，草木虫鱼。凡邦国建制，政法文教，礼乐兵刑，赋税度支，膳食衣饰，寝庙车马，农商医卜，工艺制作，各种名物、典章、制度，无所不包。堪称为上古文化史之宝库。"
"新唐书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F06E382CF4FE130C8.aspx","《新唐书》是北宋时期欧阳修、宋祁、范镇、吕夏卿等合撰的一部记载唐朝历史的纪传体断代史书，“二十四史”之一。全书共有225卷，其中包括本纪10卷，志50卷，表15卷，列传150卷。《新唐书》前后修史历经17年，于宋仁宗嘉祐五年（公元1060年）完成。《新唐书》在体例上第一次写出了《兵志》、《选举志》，系统论述唐代府兵等军事制度和科举制度。这是我国正史体裁史书的一大开创，为以后《宋史》等所沿袭。"
"牡丹亭","https://so.gushiwen.cn/guwen/book_46653FD803893E4FB1C9C8196791A835.aspx","《牡丹亭还魂记》是明代剧作家汤显祖创作的传奇（剧本），刊行于明万历四十五年（1617年）。该剧描写了官家千金杜丽娘对梦中书生柳梦梅倾心相爱，竟伤情而死，化为魂魄寻找现实中的爱人，人鬼相恋，最后起死回生，终于与柳梦梅永结同心的故事。该剧是中国戏曲史上杰出的作品之一，与《崔莺莺待月西厢记》、《感天动地窦娥冤》、 《长生殿》合称中国四大古典戏剧。"
"三命通会","https://so.gushiwen.cn/guwen/book_46653FD803893E4F159D928E0BE64D28.aspx","《三命通会》在我国传统命理学上拥有非常高的地位，其作者为明朝进士万民英。而清朝编修的《四库全书》将他的著作《三命通会》和《星学大成》收录，并给予了高度的评价。"
"葬书","https://so.gushiwen.cn/guwen/book_46653FD803893E4FB3C9BAC575056124.aspx","葬书是东晋著名学者郭璞的著作，全文不到两万字，却系统地阐述了风水理论。其五大理论亮点归纳为：一是乘“生气”论；二是“藏风得水”论；三是“形势”论；四是“四神砂”论；五是“土质标准”论。"
"宋书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7768B4158506734B.aspx","《宋书》是一部记述南朝刘宋一代历史的纪传体史书。梁沈约撰﹐含本纪十卷﹑志三十卷﹑列传六十卷﹐共一百卷。今本个别列传有残缺﹐少数列传是后人用唐高峻《小史》﹑《南史》所补。八志原排在列传之后﹐后人移于本纪﹑列传之间﹐并把律历志中律与历两部分分割开。 《宋书》收录当时的诏令奏议﹑书札﹑文章等各种文献较多﹐保存了原始史料﹐有利于后代的研究。该书篇幅大﹐一个重要原因是很注意为豪门士族立传。"
"容斋随笔","https://so.gushiwen.cn/guwen/book_46653FD803893E4F4AB67B5A5CB8F756.aspx","《容斋随笔》共《五笔》，74卷，1220则。其中，《容斋随笔》16卷，329则；《容斋续笔》16卷，249则；《容斋三笔》16卷，248则；《容斋四笔》16卷，259则；《容斋五笔》10卷，135则。据作者宋朝洪迈自述，《容斋随笔》写作时间逾经近四十年。是其多年博览群书、经世致用的智慧和汗水的结晶。本页面仅包含《容斋随笔》16卷内容。"
"文子","https://so.gushiwen.cn/guwen/book_46653FD803893E4FE6B070719E9F54EA.aspx","《通玄真经》即《文子》。文子学派思想尚阳。唐玄宗于天宝元年（742）诏封文子为通玄真人，尊《文子》一书为《通玄真经》，道教奉为“四子”真经之一。北魏李暹注《文子》称，计然就是文子。文子是春秋时人，属道家系统，著有《文子》一书。唐玄宗美其名曰《通玄真经》，为道教四部圣典之一。柳宗元始疑其伪，千年来遂质疑不断。1973年河北省定县八角廊村40号汉墓出土大批竹简，其中就包括《文子》一书。这段公案才告一段落。《文子·上德》篇有明显的《易传》特色。《上德》解易与《彖》、《象》为同一思想脉络的发展。"
"大唐西域记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7BF447B66F1A606A.aspx","《大唐西域记》，地理史籍，又称《西域记》，12卷。玄奘述，辩机撰文。本书系玄奘奉唐太宗敕命而著，贞观二十年（646）成书。书中综叙了贞观元年（一说贞观三年）至贞观十九年玄奘西行之见闻。记述了玄奘所亲历110个及得之传闻的28个城邦、地区、国家之概况，有疆域、气候、山川、风土、人情、语言、宗教、佛寺以及大量的历史传说、神话故事等。为研究中古时期中亚、南亚诸国的历史、地理、宗教、文化和中西交通的珍贵资料，也是研究佛教史学、佛教遗迹的重要文献。"
"老子想尔注","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF9056BA035BF0281.aspx","《老子想尔注》是老子《道德经》的注释本，张道陵著，道教早期教派正一盟威道的一部哲学兼丹经的经典著作，为天师家学。"
"天玉经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FC2E064F4CC0E0E43.aspx","《天玉经》是玄空风水理气中最重要的经典，托名杨筠松著，曾因战乱失传，至明末蒋大鸿辑录注疏，破译其中艰涩难解部分，从此之后，以玄空卦理为基础的江西风水得以影响后世千年不绝。然，随着蒋大鸿《地理辩正》发表，后来对《天玉经》连番注释者不知凡几，各人根据不同理解，各抒己见。一时间，珠玉纷陈，百花齐放，令後学眼花缭乱，无所适从。"
"逸周书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F83C45E31E115AC99.aspx","《逸周书》,原名《周书》,在性质上与《尚书》类似,是我国古代历史文献汇编。旧说《逸周书》是孔子删定《尚书》后所剩,是为“周书”的逸篇,故得名。今人多以为此书主要篇章出自战国人之手。"
"词源","https://so.gushiwen.cn/guwen/book_46653FD803893E4F29002EEC13BB5140.aspx","这是一部有影响的词论专著，著者张炎(1248～132?)。此书分为制曲、句法、字面、虚、清空、意趣、用事、咏物、节序、赋情、令曲、杂论等十三部分。上卷是音乐论，其论词律尤为详赡；下卷为创作论，所论多为词的形式。"
"幽明录","https://so.gushiwen.cn/guwen/book_46653FD803893E4F31EDC2EDD2358179.aspx","《幽明录》，亦作《幽冥录》《幽冥记》，是一本神奇怪异的志怪小说集，为南朝宋宗室刘义庆集门客所撰，30卷，原书已散佚。鲁迅《古小说钩沉》中辑得二百六十五则。书中所记鬼神灵怪之事，变幻无常，合于此意，故取此名。书中有不少故事与《列异传》《搜神记》《搜神后记》相同。"
"绿野仙踪","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7F8F7163D9D070EA.aspx","《绿野仙踪》是一本世情小说更多于志怪小说。冷于冰在其成仙的道路上，收徒并且帮助其亲人弟子诛杀为祸世间的妖怪。人情关系很多时候影响了原本属于志怪小说的天马行空的特点。从文笔和批注来看，本书也很能反映古代小说的特点，也是明清小说的一个代表。"
"齐民要术","https://so.gushiwen.cn/guwen/book_46653FD803893E4F5EE864BD69F14C13.aspx","《齐民要术》大约成书于北魏末年（公元533年-544年），是北朝北魏时期，南朝宋至梁时期，中国杰出农学家贾思勰所著的一部综合性农学著作，也是世界农学史上最早的专著之一，是中国现存最早的一部完整的农书。全书10卷92篇，系统地总结了六世纪以前黄河中下游地区劳动人民农牧业生产经验、食品的加工与贮藏、野生植物的利用，以及治荒的方法，详细介绍了季节、气候、和不同土壤与不同农作物的关系，被誉为“中国古代农业百科全书”。"
"明史","https://so.gushiwen.cn/guwen/book_46653FD803893E4FFD16AE8D25EE468A.aspx","《明史》是二十四史最后一部，共三百三十二卷，包括本纪二十四卷，志七十五卷，列传二百二十卷，表十三卷。它是一部纪传体断代史，记载了自朱元璋洪武元年（公元1368年）至朱由检崇祯十七年（公元1644年）二百多年的历史。其卷数在二十四史中仅次于《宋史》，其修纂时间之久、用力之勤则是大大超过了以前诸史。《明史》虽有一些曲笔隐讳之处，但仍得到后世史家广泛的好评。"
"水浒传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2C6AAC7631BDB87B.aspx","是元末明初施耐庵（现存刊本署名大多有施耐庵、罗贯中两人中的一人，或两人皆有）编著的章回体长篇小说。全书通过描写梁山好汉反抗欺压、水泊梁山壮大和受宋朝招安，以及受招安后为宋朝征战，最终消亡的宏大故事，艺术地反映了中国历史上宋江起义从发生、发展直至失败的全过程，深刻揭示了起义的社会根源，满腔热情地歌颂了起义英雄的反抗斗争和他们的社会理想，也具体揭示了起义失败的内在历史原因。《水浒传》是中国古典四大名著之一，问世后，在社会上产生了巨大的影响，成了后世中国小说创作的典范。"
"天工开物","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1B4D5B5A77B2462F.aspx","《天工开物》初刊于1637年（明崇祯十年）。《天工开物》是世界上第一部关于农业和手工业生产的综合性著作，是中国古代一部综合性的科学技术著作，有人也称它是一部百科全书式的著作，作者是明朝科学家宋应星。外国学者称它为“中国17世纪的工艺百科全书”。作者在书中强调人类要和自然相协调、人力要与自然力相配合。是中国科技史料中保留最为丰富的一部，它更多地着眼于手工业，反映了中国明代末年出现资本主义萌芽时期的生产力状况。"
"茶经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F3CD0596E27B207F6.aspx","《茶经》是中国乃至世界现存最早、最完整、最全面介绍茶的第一部专著，被誉为茶叶百科全书，唐代陆羽所著。此书是关于茶叶生产的历史、源流、现状、生产技术以及饮茶技艺、茶道原理的综合性论著，是划时代的茶学专著，精辟的农学著作，阐述茶文化的书。将普通茶事升格为一种美妙的文化艺能，推动了汉族茶文化的发展。"
"奇经八脉考","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7DB8F3C1F3A166FA.aspx","奇经八脉是指十二经脉之外的八条经脉，包括任脉、督脉、冲脉、带脉、阴跷脉、阳跷脉、阴维脉、阳维脉。奇者，异也。因其异于十二正经，故称“奇经”。它们既不直属脏腑，又无表里配合。其生理功能，主要是对十二经脉的气血运行起着溢蓄、调节作用。"
"太平御览","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2703816D6D9C274A.aspx","《太平御览》是宋代著名的类书，为北宋李昉、李穆、徐铉等学者奉敕编纂，始于太平兴国二年（977）三月，成书于太平兴国八年（983）十月。《太平御览》采以群书类集之，凡分五十五部五百五十门而编为千卷，所以初名为《太平总类》；书成之后，宋太宗日览三卷，一岁而读周，所以又更名为《太平御览》。全书以天、地、人、事、物为序，分成五十五部，可谓包罗古今万象。书中共引用古书一千多种，保存了大量宋以前的文献资料，但其中十之七八已经亡佚，更使本书显得弥足珍贵，是中国传统文化的宝贵遗产。"
"东京梦华录","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2CC2775714520ABE.aspx","《东京梦华录》是宋代孟元老的笔记体散记文，创作于宋钦宗靖康二年（1127年），是一本追述北宋都城东京开封府城市风俗人情的著作。所记大多是宋徽宗崇宁到宣和（1102-1125）年间北宋都城东京开封的情况，描绘了这一历史时期居住在东京的上至王公贵族、下及庶民百姓的日常生活情景，是研究北宋都市社会生活、经济文化的一部极其重要的历史文献古籍。"
"闲情偶寄","https://so.gushiwen.cn/guwen/book_46653FD803893E4F8E64C96BEC681EDB.aspx","清代人李渔所撰写的《闲情偶寄》，是养生学的经典著作。它共包括《词曲部》、《演习部》、《声容部》、《居室部》、《器玩部》、《饮馔部》、《种植部》、《颐养部》等八个部分，论述了戏曲、歌舞、服饰、修容、园林、建筑、花卉、器玩、颐养、饮食等艺术和生活中的各种现象，并阐发了自己的主张，内容极为丰富。其中，《颐养部》总论养生，是一篇重要的养生文献。"
"渊海子平","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF6561DD92C5F4984.aspx","《渊海子平》由宋代徐大升依据东海徐子平先师论命成果而编著。是八字命理学的宗祖之作，也是八字算命术必习的经典名著，该书是以财官印食伤等格局将命运层次分为三六九等的第一书。若是论及以往名师圣贤，决断生死当属鬼谷子先师的纳音论命法，论富贵贫贱应首推徐子平先师的子平财官格局法，人们为了纪念徐子平等先贤在算命术上的贡献，又把算命术统称为子平术。"
"悟真篇","https://so.gushiwen.cn/guwen/book_46653FD803893E4FEE93DD8D56501DA1.aspx","内丹之学，传自远古黄老列庄哲学思想，自汉魏伯阳揭其端，唐钟离权、吕洞宾等发扬于后。唐宋以降流衍日繁，蔚为大观。宋张伯端承钟、吕之学，祖述黄老，仿效《周易参同契》，著为《悟真篇》，内丹之学遂大显于世。《四库全书·总目提要》谓之：“是专明金丹之要，与魏伯阳《参同契》，道家并推为正宗。”　　　《悟真篇》与《老子河上公章句》、《周易参同契》、《黄庭经》为古代中国早期四大内丹术专著。北宋张伯端撰。考该书以诗、词、曲等体裁阐述内丹理论。"
"法华经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F95E9854D85CB2E0C.aspx","妙法莲华经(Saddharmapundarika-sutra) ，简称《法华经》， 在古印度、尼泊尔等地长期流行。在克什米尔、尼泊尔和中国新疆、西藏等地有40多种梵文版本，分为尼泊尔体系、克什米尔体系（基尔基特）和新疆体系。《妙法莲华经》是佛陀释迦牟尼晚年说教，宣讲内容至高无上，明示不分贫富贵贱、人人皆可成佛。"
"西游记","https://so.gushiwen.cn/guwen/book_46653FD803893E4FBF8761BEF60CD7D9.aspx","《西游记》为明代小说家（吴承恩，另说是李春芳）所著。取材于《大唐西域记》和民间传说、元杂剧。宋代《大唐三藏取经诗话》（本名《大唐三藏取经记》）是西游记故事见于说话文字的最早雏形。作为中国古典四大名著之一、中国古代第一部浪漫主义长篇神魔小说，该书深刻描绘了社会现实，是魔幻现实主义的开创作品。"
